msg_id,datetime,icao,lat,long,alt,gs,trk,roc,callsign,flight_id,location,freq
48731929,1603340561,A289EE    ,40.0781,-83.0577,1200,66,266.53,-640,        ,282422,KOSU,1090
48731930,1603340562,A289EE    ,40.0781,-83.058,1200,65,266.48,-576,        ,282422,KOSU,1090
48731931,1603340562,A289EE    ,40.0781,-83.0582,1200,65,266.48,-576,        ,282422,KOSU,1090
48731933,1603340566,A289EE    ,40.078,-83.0598,1200,63,267.27,-704,        ,282422,KOSU,1090
48731934,1603340567,A289EE    ,40.078,-83.0601,1200,63,267.27,-704,        ,282422,KOSU,1090
48731935,1603340568,A289EE    ,40.078,-83.0603,1200,63,268.18,-704,N2628U__,282422,KOSU,1090
48731936,1603340568,A289EE    ,40.078,-83.0604,1200,63,268.18,-704,N2628U__,282422,KOSU,1090
48731937,1603340569,A289EE    ,40.0779,-83.0607,1200,63,268.18,-768,        ,282422,KOSU,1090
48731938,1603340569,A289EE    ,40.0779,-83.0608,1200,63,268.18,-768,        ,282422,KOSU,1090
48731939,1603340570,A289EE    ,40.0779,-83.061,1200,63,267.27,-704,        ,282422,KOSU,1090
48731940,1603340570,A289EE    ,40.0779,-83.0613,800,63,267.27,-704,        ,282422,KOSU,1090
48731941,1603340573,A289EE    ,40.0779,-83.0624,800,62,266.31,-640,        ,282422,KOSU,1090
48731942,1603340574,A289EE    ,40.0779,-83.0626,800,62,266.31,-576,        ,282422,KOSU,1090
48731943,1603340576,A289EE    ,40.0779,-83.0634,800,60,267.14,-576,        ,282422,KOSU,1090
48731944,1603340577,A289EE    ,40.0779,-83.0638,800,60,267.14,-512,N2628U__,282422,KOSU,1090
48731518,1603341760,A8F75B    ,40.0775,-83.0639,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731519,1603341760,A8F75B    ,40.0775,-83.0639,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731520,1603341760,A8F75B    ,40.0775,-83.0639,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731521,1603341760,A8F75B    ,40.0775,-83.0639,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731522,1603341760,A8F75B    ,40.0775,-83.0639,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731523,1603341760,A8F75B    ,40.0776,-83.0639,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731524,1603341760,A8F75B    ,40.0776,-83.0639,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731525,1603341760,A8F75B    ,40.0776,-83.0639,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731526,1603341760,A8F75B    ,40.0778,-83.064,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731527,1603341760,A8F75B    ,40.0778,-83.064,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731528,1603341760,A8F75B    ,40.0778,-83.0641,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731529,1603341760,A8F75B    ,40.0778,-83.0642,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731530,1603341760,A8F75B    ,40.0778,-83.0642,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731531,1603341760,A8F75B    ,40.0778,-83.0643,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731532,1603341760,A8F75B    ,40.0778,-83.0643,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731533,1603341760,A8F75B    ,40.0778,-83.0644,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731534,1603341760,A8F75B    ,40.0778,-83.0645,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48731535,1603341760,A8F75B    ,40.0778,-83.0647,0,80,267.2,0,SKQ25___,282421,KOSU,1090
48733729,1603354735,A41FE1    ,40.0779,-83.064,650,7,270,0,        ,282434,KOSU,1090
48741971,1603375958,AC1BFA    ,40.0781,-83.0555,1200,123,267.67,-1024,        ,282585,KOSU,1090
48741972,1603375959,AC1BFA    ,40.0781,-83.0558,1200,123,267.67,-896,        ,282585,KOSU,1090
48741973,1603375959,AC1BFA    ,40.0781,-83.0562,1200,123,267.67,-896,        ,282585,KOSU,1090
48741974,1603375960,AC1BFA    ,40.0781,-83.0566,1200,124,268.15,-1024,        ,282585,KOSU,1090
48741975,1603375960,AC1BFA    ,40.0781,-83.0569,1200,124,268.15,-1024,        ,282585,KOSU,1090
48741976,1603375960,AC1BFA    ,40.0781,-83.0573,1200,124,268.15,-1024,        ,282585,KOSU,1090
48741978,1603375962,AC1BFA    ,40.0781,-83.0581,1200,124,267.23,-1088,N88FA___,282585,KOSU,1090
48741979,1603375962,AC1BFA    ,40.0781,-83.0585,1200,124,267.23,-1088,N88FA___,282585,KOSU,1090
48741980,1603375962,AC1BFA    ,40.078,-83.0588,800,124,267.23,-1088,N88FA___,282585,KOSU,1090
48741981,1603375963,AC1BFA    ,40.078,-83.0591,800,125,267.25,-1024,        ,282585,KOSU,1090
48741982,1603375963,AC1BFA    ,40.078,-83.0595,800,125,267.25,-1024,        ,282585,KOSU,1090
48741983,1603375964,AC1BFA    ,40.078,-83.0598,800,124,266.77,-768,        ,282585,KOSU,1090
48741984,1603375964,AC1BFA    ,40.078,-83.0602,800,124,266.77,-768,        ,282585,KOSU,1090
48741985,1603375966,AC1BFA    ,40.0779,-83.0611,800,123,266.74,-576,        ,282585,KOSU,1090
48741986,1603375966,AC1BFA    ,40.0779,-83.0615,800,123,266.74,-576,        ,282585,KOSU,1090
48741987,1603375967,AC1BFA    ,40.0779,-83.0619,800,120,267.14,-512,        ,282585,KOSU,1090
48741988,1603375967,AC1BFA    ,40.0779,-83.0623,800,120,267.14,-512,        ,282585,KOSU,1090
48742865,1603376405,A56DC1    ,40.0799,-82.9654,2075,157,276.94,-256,N449TM__,282590,KOSU,1090
48742866,1603376405,A56DC1    ,40.0799,-82.9665,2050,157,276.94,-256,N449TM__,282590,KOSU,1090
48742867,1603376405,A56DC1    ,40.0802,-82.9694,2000,157,276.94,-256,N449TM__,282590,KOSU,1090
48742868,1603376405,A56DC1    ,40.0803,-82.9705,2000,157,276.94,-256,N449TM__,282590,KOSU,1090
48742869,1603376406,A56DC1    ,40.0804,-82.9715,2000,154,277.82,-64,        ,282590,KOSU,1090
48742870,1603376456,A56DC1    ,40.0798,-83.0153,1350,130,266.92,-640,        ,282590,KOSU,1090
48742871,1603376458,A56DC1    ,40.0798,-83.0163,1325,128,267.32,-512,        ,282590,KOSU,1090
48742872,1603376458,A56DC1    ,40.0798,-83.0166,1325,128,267.32,-512,        ,282590,KOSU,1090
48742873,1603376459,A56DC1    ,40.0798,-83.017,1325,127,267.3,-512,        ,282590,KOSU,1090
48742874,1603376459,A56DC1    ,40.0798,-83.0173,1325,127,267.3,-512,        ,282590,KOSU,1090
48742875,1603376460,A56DC1    ,40.0797,-83.0181,1300,126,267.73,-512,        ,282590,KOSU,1090
48742876,1603376461,A56DC1    ,40.0797,-83.0185,1300,125,267.71,-512,        ,282590,KOSU,1090
48742877,1603376461,A56DC1    ,40.0797,-83.0188,1300,125,267.71,-512,        ,282590,KOSU,1090
48742878,1603376462,A56DC1    ,40.0797,-83.0195,1300,124,267.69,-576,        ,282590,KOSU,1090
48742879,1603376463,A56DC1    ,40.0797,-83.0204,1275,123,267.67,-640,N449TM__,282590,KOSU,1090
48742880,1603376464,A56DC1    ,40.0797,-83.0211,1275,122,268.12,-640,        ,282590,KOSU,1090
48742881,1603376465,A56DC1    ,40.0796,-83.0215,1275,121,268.11,-768,        ,282590,KOSU,1090
48742882,1603376465,A56DC1    ,40.0797,-83.0218,1250,121,268.11,-768,        ,282590,KOSU,1090
48742885,1603376468,A56DC1    ,40.0796,-83.0236,1225,120,268.57,-768,N449TM__,282590,KOSU,1090
48742886,1603376468,A56DC1    ,40.0796,-83.0239,1225,120,268.57,-768,N449TM__,282590,KOSU,1090
48742888,1603376470,A56DC1    ,40.0796,-83.0254,1200,118,267.57,-768,        ,282590,KOSU,1090
48742889,1603376471,A56DC1    ,40.0795,-83.0258,1175,118,267.09,-768,        ,282590,KOSU,1090
48742890,1603376472,A56DC1    ,40.0795,-83.0264,1175,117,266.09,-768,        ,282590,KOSU,1090
48742891,1603376472,A56DC1    ,40.0795,-83.0269,1175,117,266.09,-768,        ,282590,KOSU,1090
48742894,1603376474,A56DC1    ,40.0794,-83.0279,1150,116,265.07,-768,        ,282590,KOSU,1090
48742895,1603376477,A56DC1    ,40.0793,-83.0295,1125,115,264.54,-896,        ,282590,KOSU,1090
48742896,1603376477,A56DC1    ,40.0792,-83.0303,1100,115,264.54,-896,        ,282590,KOSU,1090
48742897,1603376478,A56DC1    ,40.0792,-83.0309,1100,115,264.54,-896,        ,282590,KOSU,1090
48742900,1603376511,A56DC1    ,40.0786,-83.0436,900,120,267.14,-576,        ,282590,KOSU,1090
48742901,1603376511,A56DC1    ,40.0786,-83.0444,900,120,267.14,-576,        ,282590,KOSU,1090
48742902,1603376511,A56DC1    ,40.0786,-83.0451,875,120,267.14,-576,        ,282590,KOSU,1090
48742903,1603376511,A56DC1    ,40.0785,-83.0464,875,120,267.14,-576,        ,282590,KOSU,1090
48742904,1603376511,A56DC1    ,40.0785,-83.0468,875,120,267.14,-576,        ,282590,KOSU,1090
48742905,1603376511,A56DC1    ,40.0785,-83.0471,875,120,267.14,-576,        ,282590,KOSU,1090
48742906,1603376511,A56DC1    ,40.0785,-83.0475,850,120,267.14,-576,        ,282590,KOSU,1090
48742907,1603376511,A56DC1    ,40.0784,-83.0487,850,120,267.14,-576,        ,282590,KOSU,1090
48742908,1603376511,A56DC1    ,40.0784,-83.0497,850,120,267.14,-576,        ,282590,KOSU,1090
48742909,1603376511,A56DC1    ,40.0783,-83.0521,800,120,267.14,-576,        ,282590,KOSU,1090
48742910,1603376511,A56DC1    ,40.0783,-83.0528,800,120,267.14,-576,        ,282590,KOSU,1090
48742911,1603376511,A56DC1    ,40.0783,-83.0532,800,120,267.14,-576,        ,282590,KOSU,1090
48742912,1603376511,A56DC1    ,40.0783,-83.0535,800,120,267.14,-576,        ,282590,KOSU,1090
48742913,1603376511,A56DC1    ,40.0782,-83.0542,775,120,267.14,-576,        ,282590,KOSU,1090
48742915,1603376513,A56DC1    ,40.0782,-83.0557,775,120,267.14,-576,N449TM__,282590,KOSU,1090
48742916,1603376514,A56DC1    ,40.0781,-83.056,750,120,267.14,-640,        ,282590,KOSU,1090
48742917,1603376514,A56DC1    ,40.0781,-83.0565,750,120,267.14,-640,        ,282590,KOSU,1090
48742918,1603376516,A56DC1    ,40.0781,-83.0573,750,121,267.16,-576,        ,282590,KOSU,1090
48742919,1603376516,A56DC1    ,40.0781,-83.0576,725,121,267.16,-576,        ,282590,KOSU,1090
48742920,1603376517,A56DC1    ,40.0781,-83.058,725,120,267.61,-576,        ,282590,KOSU,1090
48742921,1603376517,A56DC1    ,40.0781,-83.0584,725,120,267.61,-576,        ,282590,KOSU,1090
48742924,1603376520,A56DC1    ,40.078,-83.0601,700,119,266.63,-576,        ,282590,KOSU,1090
48742925,1603376520,A56DC1    ,40.078,-83.0604,700,119,266.63,-576,        ,282590,KOSU,1090
48742926,1603376521,A56DC1    ,40.078,-83.0608,700,119,266.63,-576,        ,282590,KOSU,1090
48742927,1603376521,A56DC1    ,40.0779,-83.0611,700,119,266.63,-576,        ,282590,KOSU,1090
48742928,1603376521,A56DC1    ,40.0779,-83.0614,700,119,266.63,-576,        ,282590,KOSU,1090
48742929,1603376522,A56DC1    ,40.0779,-83.0619,700,119,267.11,-768,        ,282590,KOSU,1090
48742931,1603376524,A56DC1    ,40.0779,-83.063,675,119,267.11,-704,        ,282590,KOSU,1090
48742932,1603376525,A56DC1    ,40.0779,-83.0643,650,118,267.09,-704,        ,282590,KOSU,1090
48742933,1603376526,A56DC1    ,40.0778,-83.0646,625,118,267.09,-704,        ,282590,KOSU,1090
48742229,1603376979,AC1BFA    ,40.0778,-83.0643,0,13,278.4,0,        ,282586,KOSU,1090
48742230,1603376980,AC1BFA    ,40.0778,-83.0644,0,14.5,272.8,0,N88FA___,282586,KOSU,1090
48742231,1603376980,AC1BFA    ,40.0778,-83.0644,0,14.5,272.8,0,N88FA___,282586,KOSU,1090
48742232,1603376981,AC1BFA    ,40.0778,-83.0645,0,16,272.8,0,        ,282586,KOSU,1090
48742233,1603376981,AC1BFA    ,40.0778,-83.0645,0,16,272.8,0,        ,282586,KOSU,1090
48742234,1603376982,AC1BFA    ,40.0778,-83.0646,0,18,267.2,0,        ,282586,KOSU,1090
48742235,1603376982,AC1BFA    ,40.0778,-83.0646,0,18,267.2,0,        ,282586,KOSU,1090
48742236,1603376983,AC1BFA    ,40.0778,-83.0647,0,20,267.2,0,        ,282586,KOSU,1090
48742237,1603376983,AC1BFA    ,40.0778,-83.0648,0,20,267.2,0,        ,282586,KOSU,1090
48742715,1603377121,AD7BA4    ,40.0779,-83.0641,0,4,278.4,0,        ,282587,KOSU,1090
48742716,1603377121,AD7BA4    ,40.0778,-83.0642,0,4,278.4,0,        ,282587,KOSU,1090
48742717,1603377122,AD7BA4    ,40.0778,-83.0642,0,3,270,0,XLS157__,282587,KOSU,1090
48742718,1603377122,AD7BA4    ,40.0778,-83.0642,0,3,270,0,XLS157__,282587,KOSU,1090
48742719,1603377126,AD7BA4    ,40.0778,-83.0642,0,0.12,267.2,0,        ,282587,KOSU,1090
48742720,1603377127,AD7BA4    ,40.0778,-83.0642,0,0.62,267.2,0,        ,282587,KOSU,1090
48742721,1603377128,AD7BA4    ,40.0778,-83.0642,0,0.88,267.2,0,        ,282587,KOSU,1090
48742722,1603377129,AD7BA4    ,40.0778,-83.0642,0,1.5,267.2,0,        ,282587,KOSU,1090
48742723,1603377130,AD7BA4    ,40.0778,-83.0642,0,2.5,267.2,0,        ,282587,KOSU,1090
48742724,1603377132,AD7BA4    ,40.0778,-83.0643,0,10,267.2,0,        ,282587,KOSU,1090
48742725,1603377133,AD7BA4    ,40.0778,-83.0644,0,12,267.2,0,        ,282587,KOSU,1090
48742726,1603377135,AD7BA4    ,40.0778,-83.0645,0,21,267.2,0,        ,282587,KOSU,1090
48742727,1603377136,AD7BA4    ,40.0778,-83.0648,0,33,267.2,0,        ,282587,KOSU,1090
48742728,1603377137,AD7BA4    ,40.0778,-83.0649,0,39,267.2,0,        ,282587,KOSU,1090
48743155,1603377426,AA3F92    ,40.0778,-83.0641,0,7.5,270,0,        ,282592,KOSU,1090
48744854,1603378204,A0691B    ,40.0778,-83.064,0,4,275.6,0,        ,282598,KOSU,1090
48744855,1603378204,A0691B    ,40.0778,-83.064,0,4,275.6,0,        ,282598,KOSU,1090
48744856,1603378205,A0691B    ,40.0778,-83.064,0,4,272.8,0,        ,282598,KOSU,1090
48744857,1603378205,A0691B    ,40.0778,-83.0641,0,4,272.8,0,        ,282598,KOSU,1090
48744858,1603378206,A0691B    ,40.0778,-83.0641,0,3.5,270,0,        ,282598,KOSU,1090
48744859,1603378206,A0691B    ,40.0778,-83.0641,0,3.5,270,0,        ,282598,KOSU,1090
48744860,1603378207,A0691B    ,40.0778,-83.0641,0,3.5,270,0,        ,282598,KOSU,1090
48744861,1603378208,A0691B    ,40.0778,-83.0641,0,3.5,270,0,N1253W__,282598,KOSU,1090
48744862,1603378209,A0691B    ,40.0778,-83.0641,0,3,270,0,        ,282598,KOSU,1090
48744863,1603378209,A0691B    ,40.0778,-83.0642,0,3,270,0,        ,282598,KOSU,1090
48744864,1603378210,A0691B    ,40.0778,-83.0642,0,2,270,0,        ,282598,KOSU,1090
48744865,1603378210,A0691B    ,40.0778,-83.0642,0,2,270,0,        ,282598,KOSU,1090
48744866,1603378212,A0691B    ,40.0778,-83.0642,0,0.12,270,0,        ,282598,KOSU,1090
48744867,1603378214,A0691B    ,40.0778,-83.0642,0,0.25,270,0,        ,282598,KOSU,1090
48744868,1603378215,A0691B    ,40.0778,-83.0642,0,0.25,270,0,        ,282598,KOSU,1090
48744869,1603378216,A0691B    ,40.0778,-83.0642,0,1,272.8,0,        ,282598,KOSU,1090
48744870,1603378217,A0691B    ,40.0778,-83.0642,0,2.5,272.8,0,        ,282598,KOSU,1090
48744871,1603378217,A0691B    ,40.0778,-83.0642,0,2.5,272.8,0,        ,282598,KOSU,1090
48744872,1603378218,A0691B    ,40.0778,-83.0642,0,6,270,0,N1253W__,282598,KOSU,1090
48744873,1603378218,A0691B    ,40.0778,-83.0642,0,6,270,0,N1253W__,282598,KOSU,1090
48744874,1603378219,A0691B    ,40.0778,-83.0642,0,10.5,267.2,0,        ,282598,KOSU,1090
48744875,1603378219,A0691B    ,40.0778,-83.0643,0,10.5,267.2,0,        ,282598,KOSU,1090
48744876,1603378220,A0691B    ,40.0778,-83.0643,0,15,267.2,0,        ,282598,KOSU,1090
48744877,1603378220,A0691B    ,40.0778,-83.0644,0,15,267.2,0,        ,282598,KOSU,1090
48744878,1603378221,A0691B    ,40.0778,-83.0645,0,21,267.2,0,        ,282598,KOSU,1090
48744879,1603378222,A0691B    ,40.0778,-83.0646,0,21,267.2,0,        ,282598,KOSU,1090
48744880,1603378222,A0691B    ,40.0778,-83.0646,0,21,267.2,0,        ,282598,KOSU,1090
48744881,1603378224,A0691B    ,40.0778,-83.0649,0,32,270,0,        ,282598,KOSU,1090
48746179,1603379107,A2AA39    ,40.0838,-83.0536,900,72,264.45,-256,        ,282606,KOSU,978
48746180,1603379107,A2AA39    ,40.0838,-83.0538,900,72,264.45,-256,        ,282606,KOSU,978
48746181,1603379107,A2AA39    ,40.0838,-83.0543,900,72,264.45,-256,        ,282606,KOSU,978
48746182,1603379107,A2AA39    ,40.0838,-83.0543,900,72,264.45,-256,        ,282606,KOSU,978
48746183,1603379107,A2AA39    ,40.0837,-83.0549,875,72,264.45,-256,        ,282606,KOSU,978
48746184,1603379107,A2AA39    ,40.0837,-83.0548,875,72,264.45,-256,        ,282606,KOSU,978
48746185,1603379107,A2AA39    ,40.0837,-83.0551,875,72,264.45,-256,        ,282606,KOSU,978
48746186,1603379109,A2AA39    ,40.0837,-83.055,875,72,264.45,-384,        ,282606,KOSU,978
48746187,1603379109,A2AA39    ,40.0837,-83.0556,875,72,264.45,-384,        ,282606,KOSU,978
48746188,1603379109,A2AA39    ,40.0837,-83.0556,875,72,264.45,-384,        ,282606,KOSU,978
48746189,1603379109,A2AA39    ,40.0836,-83.0559,875,72,264.45,-384,        ,282606,KOSU,978
48746190,1603379111,A2AA39    ,40.0836,-83.0559,875,73,264.52,-512,        ,282606,KOSU,978
48746191,1603379111,A2AA39    ,40.0836,-83.0566,850,73,264.52,-512,        ,282606,KOSU,978
48746192,1603379112,A2AA39    ,40.0836,-83.0566,850,74,265.36,-576,        ,282606,KOSU,978
48746193,1603379112,A2AA39    ,40.0836,-83.0569,850,74,265.36,-576,        ,282606,KOSU,978
48746194,1603379113,A2AA39    ,40.0836,-83.0569,850,75,266.19,-576,N271AF__,282606,KOSU,978
48746195,1603379113,A2AA39    ,40.0835,-83.0575,850,75,266.19,-576,N271AF__,282606,KOSU,978
48746196,1603379114,A2AA39    ,40.0835,-83.0575,850,76,266.99,-384,        ,282606,KOSU,978
48746197,1603379114,A2AA39    ,40.0835,-83.0579,825,76,266.99,-384,        ,282606,KOSU,978
48746198,1603379115,A2AA39    ,40.0835,-83.0579,825,76,266.99,-256,        ,282606,KOSU,978
48746199,1603379115,A2AA39    ,40.0835,-83.0583,850,76,266.99,-256,        ,282606,KOSU,978
48746200,1603379115,A2AA39    ,40.0835,-83.0583,850,76,266.99,-256,        ,282606,KOSU,978
48746201,1603379115,A2AA39    ,40.0835,-83.0586,825,76,266.99,-256,        ,282606,KOSU,978
48746202,1603379117,A2AA39    ,40.0835,-83.0586,825,76,266.99,-256,        ,282606,KOSU,978
48746203,1603379117,A2AA39    ,40.0835,-83.0593,825,76,266.99,-256,        ,282606,KOSU,978
48746204,1603379118,A2AA39    ,40.0835,-83.0593,825,76,267.74,-448,        ,282606,KOSU,978
48746205,1603379118,A2AA39    ,40.0835,-83.0598,800,76,267.74,-448,        ,282606,KOSU,978
48746206,1603379119,A2AA39    ,40.0835,-83.0598,800,77,266.28,-512,N271AF__,282606,KOSU,978
48746207,1603379119,A2AA39    ,40.0834,-83.0602,800,77,266.28,-512,N271AF__,282606,KOSU,978
48746208,1603379119,A2AA39    ,40.0834,-83.0603,800,77,266.28,-512,N271AF__,282606,KOSU,978
48746209,1603379119,A2AA39    ,40.0834,-83.0604,800,77,266.28,-512,N271AF__,282606,KOSU,978
48746210,1603379120,A2AA39    ,40.0834,-83.0604,800,78,266.33,-512,        ,282606,KOSU,978
48746211,1603379120,A2AA39    ,40.0834,-83.0609,800,78,266.33,-512,        ,282606,KOSU,978
48746212,1603379122,A2AA39    ,40.0834,-83.061,800,78,266.33,-384,        ,282606,KOSU,978
48746213,1603379122,A2AA39    ,40.0834,-83.0617,800,78,266.33,-384,        ,282606,KOSU,978
48746214,1603379124,A2AA39    ,40.0834,-83.0617,800,78,267.06,-512,        ,282606,KOSU,978
48746215,1603379124,A2AA39    ,40.0833,-83.0626,775,78,267.06,-512,        ,282606,KOSU,978
48746216,1603379125,A2AA39    ,40.0833,-83.0626,775,78,267.8,-384,        ,282606,KOSU,978
48746217,1603379125,A2AA39    ,40.0833,-83.0631,775,78,267.8,-384,        ,282606,KOSU,978
48746218,1603379126,A2AA39    ,40.0833,-83.0631,775,78,267.8,-384,        ,282606,KOSU,978
48746219,1603379126,A2AA39    ,40.0833,-83.0636,750,78,267.8,-384,        ,282606,KOSU,978
48746220,1603379127,A2AA39    ,40.0833,-83.0636,750,78,267.8,-512,        ,282606,KOSU,978
48746221,1603379127,A2AA39    ,40.0833,-83.064,750,78,267.8,-512,        ,282606,KOSU,978
48746222,1603379127,A2AA39    ,40.0833,-83.0641,750,78,267.8,-512,        ,282606,KOSU,978
48746223,1603379127,A2AA39    ,40.0833,-83.0642,750,78,267.8,-512,        ,282606,KOSU,978
48746224,1603379128,A2AA39    ,40.0833,-83.0643,750,78,267.8,-512,N271AF__,282606,KOSU,978
48747129,1603379787,A27D8E    ,40.0779,-83.0613,700,67,268.29,-448,        ,282608,KOSU,978
48747130,1603379791,A27D8E    ,40.0778,-83.0629,700,68,267.47,-256,N26KJ___,282608,KOSU,978
48747131,1603379791,A27D8E    ,40.0778,-83.063,700,68,267.47,-256,N26KJ___,282608,KOSU,978
48750877,1603380322,A3857D    ,40.0778,-83.0643,0,14.5,264.4,0,        ,282637,KOSU,1090
48751614,1603380715,A1914D    ,40.0779,-83.064,0,4,275.6,0,        ,282639,KOSU,1090
48751615,1603380716,A1914D    ,40.0779,-83.0641,0,4,270,0,        ,282639,KOSU,1090
48751616,1603380718,A1914D    ,40.0778,-83.0641,0,4.5,267.2,0,        ,282639,KOSU,1090
48751617,1603380719,A1914D    ,40.0778,-83.0641,0,5,267.2,0,        ,282639,KOSU,1090
48751618,1603380719,A1914D    ,40.0779,-83.0642,0,5,267.2,0,        ,282639,KOSU,1090
48751619,1603380720,A1914D    ,40.0778,-83.0642,0,5.5,267.2,0,        ,282639,KOSU,1090
48751620,1603380721,A1914D    ,40.0778,-83.0642,0,7.5,267.2,0,        ,282639,KOSU,1090
48751621,1603380722,A1914D    ,40.0778,-83.0642,0,11,267.2,0,OSU2____,282639,KOSU,1090
48751622,1603380722,A1914D    ,40.0778,-83.0643,0,11,267.2,0,OSU2____,282639,KOSU,1090
48751623,1603380723,A1914D    ,40.0778,-83.0644,0,13.5,267.2,0,        ,282639,KOSU,1090
48751624,1603380724,A1914D    ,40.0778,-83.0645,0,17,267.2,0,        ,282639,KOSU,1090
48751625,1603380725,A1914D    ,40.0778,-83.0646,0,21,267.2,0,        ,282639,KOSU,1090
48749421,1603381352,A3516E    ,40.0836,-83.0595,950,65,262.12,-704,N3126E__,282630,KOSU,1090
48749422,1603381352,A3516E    ,40.0836,-83.0597,950,65,262.12,-704,N3126E__,282630,KOSU,1090
48749423,1603381353,A3516E    ,40.0836,-83.0599,925,65,262.98,-960,        ,282630,KOSU,1090
48749424,1603381353,A3516E    ,40.0835,-83.0601,925,65,262.98,-960,        ,282630,KOSU,1090
48749425,1603381354,A3516E    ,40.0835,-83.0603,925,66,264.81,-1216,        ,282630,KOSU,1090
48749426,1603381354,A3516E    ,40.0835,-83.0605,925,66,264.81,-1216,        ,282630,KOSU,1090
48749427,1603381355,A3516E    ,40.0835,-83.0606,900,67,264.88,-1216,        ,282630,KOSU,1090
48749428,1603381356,A3516E    ,40.0835,-83.0608,900,67,265.73,-1152,        ,282630,KOSU,1090
48749429,1603381357,A3516E    ,40.0834,-83.0614,875,69,266.68,-832,N3126E__,282630,KOSU,1090
48749430,1603381357,A3516E    ,40.0834,-83.0617,875,69,266.68,-832,N3126E__,282630,KOSU,1090
48749432,1603381360,A3516E    ,40.0834,-83.0627,825,69,265.86,-768,        ,282630,KOSU,1090
48749433,1603381360,A3516E    ,40.0834,-83.063,825,69,265.86,-768,        ,282630,KOSU,1090
48749434,1603381361,A3516E    ,40.0834,-83.0631,825,69,265.86,-640,        ,282630,KOSU,1090
48749435,1603381362,A3516E    ,40.0833,-83.0634,800,69,265.86,-640,        ,282630,KOSU,1090
48749436,1603381362,A3516E    ,40.0833,-83.0638,800,69,265.86,-640,        ,282630,KOSU,1090
48749437,1603381363,A3516E    ,40.0833,-83.064,800,69,265.03,-640,N3126E__,282630,KOSU,1090
48749438,1603381363,A3516E    ,40.0833,-83.0642,800,69,265.03,-640,N3126E__,282630,KOSU,1090
48752846,1603381386,A56DC1    ,40.0779,-83.0641,0,3.5,275.6,0,N449TM__,282642,KOSU,1090
48752847,1603381386,A56DC1    ,40.0778,-83.0641,0,3.5,275.6,0,N449TM__,282642,KOSU,1090
48752848,1603381387,A56DC1    ,40.0778,-83.0641,0,2,275.6,0,        ,282642,KOSU,1090
48752849,1603381388,A56DC1    ,40.0779,-83.0641,0,2,275.6,0,        ,282642,KOSU,1090
48752850,1603381389,A56DC1    ,40.0778,-83.0641,0,0.12,272.8,0,        ,282642,KOSU,1090
48752851,1603381392,A56DC1    ,40.0779,-83.0641,0,0.12,272.8,0,        ,282642,KOSU,1090
48752852,1603381393,A56DC1    ,40.0778,-83.0641,0,0.12,272.8,0,        ,282642,KOSU,1090
48752853,1603381394,A56DC1    ,40.0779,-83.0641,0,0.38,272.8,0,        ,282642,KOSU,1090
48752854,1603381394,A56DC1    ,40.0778,-83.0641,0,0.38,272.8,0,        ,282642,KOSU,1090
48752855,1603381395,A56DC1    ,40.0779,-83.0641,0,2,272.8,0,        ,282642,KOSU,1090
48752856,1603381396,A56DC1    ,40.0778,-83.0642,0,7.5,272.8,0,N449TM__,282642,KOSU,1090
48752857,1603381396,A56DC1    ,40.0778,-83.0642,0,7.5,272.8,0,N449TM__,282642,KOSU,1090
48752858,1603381397,A56DC1    ,40.0778,-83.0642,0,7.5,272.8,0,        ,282642,KOSU,1090
48752859,1603381398,A56DC1    ,40.0778,-83.0643,0,14,272.8,0,        ,282642,KOSU,1090
48752860,1603381398,A56DC1    ,40.0778,-83.0643,0,14,272.8,0,        ,282642,KOSU,1090
48752861,1603381399,A56DC1    ,40.0778,-83.0644,0,21,272.8,0,        ,282642,KOSU,1090
48752862,1603381399,A56DC1    ,40.0778,-83.0645,0,21,272.8,0,        ,282642,KOSU,1090
48752863,1603381400,A56DC1    ,40.0778,-83.0647,0,27,272.8,0,        ,282642,KOSU,1090
48750206,1603381504,A9DBB4    ,40.0783,-83.0522,875,84,265.24,-448,        ,282631,KOSU,1090
48750207,1603381504,A9DBB4    ,40.0783,-83.0524,875,84,265.24,-448,        ,282631,KOSU,1090
48750208,1603381505,A9DBB4    ,40.0783,-83.0527,875,83,266.55,-448,        ,282631,KOSU,1090
